Read the parameters into your program so you an refer to them by state and county,,,,,,,,,
,,,,,,,Cost Parameters,,
ExpenseName,stateAbbrev,stateFIPS,countyortownName,numadults,numkids,yearofdata,expense.misc,,
expense.misc,NC,37,Hoke County,2,3,2020,"5,387",,
expense.misc,NC,37,Hoke County,2,4,2020,"6,119",,
expense.misc,NC,37,Hoke County,3,0,2020,"3,197",,
expense.misc,NC,37,Hoke County,3,1,2020,"4,290",,
expense.misc,NC,37,Hoke County,3,2,2020,"4,976",,
expense.misc,NC,37,Hoke County,3,3,2020,"5,979",,
expense.misc,NC,37,Hoke County,3,4,2020,"6,634",,
expense.misc,NC,37,Hyde County,1,0,2020,"1,636",,
expense.misc,NC,37,Hyde County,1,1,2020,"3,148",,
expense.misc,NC,37,Hyde County,1,2,2020,"3,947",,
expense.misc,NC,37,Hyde County,1,3,2020,"4,971",,
expense.misc,NC,37,Hyde County,1,4,2020,"5,725",,
expense.misc,NC,37,Hyde County,2,0,2020,"2,793",,
expense.misc,NC,37,Hyde County,2,1,2020,"3,781",,
expense.misc,NC,37,Hyde County,2,2,2020,"4,555",,
expense.misc,NC,37,Hyde County,2,3,2020,"5,554",,
expense.misc,NC,37,Hyde County,2,4,2020,"6,354",,
expense.misc,NC,37,Hyde County,3,0,2020,"3,334",,
expense.misc,NC,37,Hyde County,3,1,2020,"4,358",,
expense.misc,NC,37,Hyde County,3,2,2020,"5,106",,
expense.misc,NC,37,Hyde County,3,3,2020,"6,237",,
expense.misc,NC,37,Hyde County,3,4,2020,"6,951",,
expense.misc,NC,37,Iredell County,1,0,2020,"1,768",,
expense.misc,NC,37,Iredell County,1,1,2020,"3,421",,
expense.misc,NC,37,Iredell County,1,2,2020,"4,375",,
expense.misc,NC,37,Iredell County,1,3,2020,"5,660",,
expense.misc,NC,37,Iredell County,1,4,2020,"6,571",,
expense.misc,NC,37,Iredell County,2,0,2020,"2,964",,
expense.misc,NC,37,Iredell County,2,1,2020,"4,048",,
expense.misc,NC,37,Iredell County,2,2,2020,"4,979",,
expense.misc,NC,37,Iredell County,2,3,2020,"6,240",,
expense.misc,NC,37,Iredell County,2,4,2020,"7,195",,
expense.misc,NC,37,Iredell County,3,0,2020,"3,431",,
expense.misc,NC,37,Iredell County,3,1,2020,"4,716",,
expense.misc,NC,37,Iredell County,3,2,2020,"5,622",,
expense.misc,NC,37,Iredell County,3,3,2020,"7,018",,
expense.misc,NC,37,Iredell County,3,4,2020,"7,891",,
expense.misc,NC,37,Jackson County,1,0,2020,"1,512",,
expense.misc,NC,37,Jackson County,1,1,2020,"2,913",,
expense.misc,NC,37,Jackson County,1,2,2020,"3,670",,
expense.misc,NC,37,Jackson County,1,3,2020,"4,727",,
expense.misc,NC,37,Jackson County,1,4,2020,"5,442",,
expense.misc,NC,37,Jackson County,2,0,2020,"2,632",,
expense.misc,NC,37,Jackson County,2,1,2020,"3,521",,
expense.misc,NC,37,Jackson County,2,2,2020,"4,254",,
expense.misc,NC,37,Jackson County,2,3,2020,"5,288",,
expense.misc,NC,37,Jackson County,2,4,2020,"6,045",,
expense.misc,NC,37,Jackson County,3,0,2020,"3,095",,
expense.misc,NC,37,Jackson County,3,1,2020,"4,152",,
expense.misc,NC,37,Jackson County,3,2,2020,"4,861",,
expense.misc,NC,37,Jackson County,3,3,2020,"5,926",,
expense.misc,NC,37,Jackson County,3,4,2020,"6,604",,
expense.misc,NC,37,Johnston County,1,0,2020,"1,957",,
expense.misc,NC,37,Johnston County,1,1,2020,"3,410",,
expense.misc,NC,37,Johnston County,1,2,2020,"4,271",,
expense.misc,NC,37,Johnston County,1,3,2020,"5,467",,
expense.misc,NC,37,Johnston County,1,4,2020,"6,284",,
expense.misc,NC,37,Johnston County,2,0,2020,"3,034",,
expense.misc,NC,37,Johnston County,2,1,2020,"4,053",,
expense.misc,NC,37,Johnston County,2,2,2020,"4,890",,
expense.misc,NC,37,Johnston County,2,3,2020,"6,060",,
expense.misc,NC,37,Johnston County,2,4,2020,"6,923",,
expense.misc,NC,37,Johnston County,3,0,2020,"3,542",,
expense.misc,NC,37,Johnston County,3,1,2020,"4,737",,
expense.misc,NC,37,Johnston County,3,2,2020,"5,548",,
expense.misc,NC,37,Johnston County,3,3,2020,"6,863",,
expense.misc,NC,37,Johnston County,3,4,2020,"7,640",,
expense.misc,NC,37,Jones County,1,0,2020,"1,455",,
expense.misc,NC,37,Jones County,1,1,2020,"2,876",,
expense.misc,NC,37,Jones County,1,2,2020,"3,600",,
expense.misc,NC,37,Jones County,1,3,2020,"4,658",,
expense.misc,NC,37,Jones County,1,4,2020,"5,339",,
expense.misc,NC,37,Jones County,2,0,2020,"2,596",,
expense.misc,NC,37,Jones County,2,1,2020,"3,494",,
expense.misc,NC,37,Jones County,2,2,2020,"4,194",,
expense.misc,NC,37,Jones County,2,3,2020,"5,229",,
expense.misc,NC,37,Jones County,2,4,2020,"5,953",,
expense.misc,NC,37,Jones County,3,0,2020,"3,101",,
expense.misc,NC,37,Jones County,3,1,2020,"4,159",,
expense.misc,NC,37,Jones County,3,2,2020,"4,835",,
expense.misc,NC,37,Jones County,3,3,2020,"5,603",,
expense.misc,NC,37,Jones County,3,4,2020,"6,247",,
expense.misc,NC,37,Lee County,1,0,2020,"1,533",,
expense.misc,NC,37,Lee County,1,1,2020,"2,743",,
expense.misc,NC,37,Lee County,1,2,2020,"3,479",,
expense.misc,NC,37,Lee County,1,3,2020,"4,456",,
expense.misc,NC,37,Lee County,1,4,2020,"5,154",,
expense.misc,NC,37,Lee County,2,0,2020,"2,501",,
expense.misc,NC,37,Lee County,2,1,2020,"3,348",,
expense.misc,NC,37,Lee County,2,2,2020,"4,063",,
expense.misc,NC,37,Lee County,2,3,2020,"5,019",,
expense.misc,NC,37,Lee County,2,4,2020,"5,756",,
expense.misc,NC,37,Lee County,3,0,2020,"2,919",,
expense.misc,NC,37,Lee County,3,1,2020,"3,897",,
expense.misc,NC,37,Lee County,3,2,2020,"4,590",,
expense.misc,NC,37,Lee County,3,3,2020,"5,379",,
expense.misc,NC,37,Lee County,3,4,2020,"6,043",,
expense.misc,NC,37,Lenoir County,1,0,2020,"1,439",,
expense.misc,NC,37,Lenoir County,1,1,2020,"2,883",,
expense.misc,NC,37,Lenoir County,1,2,2020,"3,594",,
expense.misc,NC,37,Lenoir County,1,3,2020,"4,599",,
expense.misc,NC,37,Lenoir County,1,4,2020,"5,274",,
expense.misc,NC,37,Lenoir County,2,0,2020,"2,546",,
expense.misc,NC,37,Lenoir County,2,1,2020,"3,468",,
expense.misc,NC,37,Lenoir County,2,2,2020,"4,159",,
expense.misc,NC,37,Lenoir County,2,3,2020,"5,144",,
expense.misc,NC,37,Lenoir County,2,4,2020,"5,856",,
expense.misc,NC,37,Lenoir County,3,0,2020,"3,047",,
expense.misc,NC,37,Lenoir County,3,1,2020,"4,052",,
expense.misc,NC,37,Lenoir County,3,2,2020,"4,723",,
expense.misc,NC,37,Lenoir County,3,3,2020,"5,723",,
expense.misc,NC,37,Lenoir County,3,4,2020,"6,366",,
expense.misc,NC,37,Lincoln County,1,0,2020,"1,558",,
expense.misc,NC,37,Lincoln County,1,1,2020,"3,068",,
expense.misc,NC,37,Lincoln County,1,2,2020,"4,001",,
expense.misc,NC,37,Lincoln County,1,3,2020,"5,252",,
expense.misc,NC,37,Lincoln County,1,4,2020,"6,146",,
expense.misc,NC,37,Lincoln County,2,0,2020,"2,563",,
expense.misc,NC,37,Lincoln County,2,1,2020,"3,670",,
expense.misc,NC,37,Lincoln County,2,2,2020,"4,581",,
expense.misc,NC,37,Lincoln County,2,3,2020,"5,811",,
expense.misc,NC,37,Lincoln County,2,4,2020,"6,744",,
expense.misc,NC,37,Lincoln County,3,0,2020,"3,044",,
expense.misc,NC,37,Lincoln County,3,1,2020,"4,296",,
expense.misc,NC,37,Lincoln County,3,2,2020,"5,185",,
expense.misc,NC,37,Lincoln County,3,3,2020,"6,437",,
expense.misc,NC,37,Lincoln County,3,4,2020,"7,297",,
expense.misc,NC,37,Macon County,1,0,2020,"1,515",,
expense.misc,NC,37,Macon County,1,1,2020,"2,933",,
expense.misc,NC,37,Macon County,1,2,2020,"3,649",,
expense.misc,NC,37,Macon County,1,3,2020,"4,585",,
expense.misc,NC,37,Macon County,1,4,2020,"5,259",,
expense.misc,NC,37,Macon County,2,0,2020,"2,633",,
expense.misc,NC,37,Macon County,2,1,2020,"3,539",,
expense.misc,NC,37,Macon County,2,2,2020,"4,231",,
expense.misc,NC,37,Macon County,2,3,2020,"5,144",,
expense.misc,NC,37,Macon County,2,4,2020,"5,861",,
expense.misc,NC,37,Macon County,3,0,2020,"3,153",,
expense.misc,NC,37,Macon County,3,1,2020,"4,090",,
expense.misc,NC,37,Macon County,3,2,2020,"4,758",,
expense.misc,NC,37,Macon County,3,3,2020,"5,909",,
expense.misc,NC,37,Macon County,3,4,2020,"6,545",,
expense.misc,NC,37,Madison County,1,0,2020,"1,680",,
expense.misc,NC,37,Madison County,1,1,2020,"3,127",,
expense.misc,NC,37,Madison County,1,2,2020,"3,852",,
expense.misc,NC,37,Madison County,1,3,2020,"4,949",,
expense.misc,NC,37,Madison County,1,4,2020,"5,631",,
expense.misc,NC,37,Madison County,2,0,2020,"2,805",,
expense.misc,NC,37,Madison County,2,1,2020,"3,739",,
expense.misc,NC,37,Madison County,2,2,2020,"4,440",,
expense.misc,NC,37,Madison County,2,3,2020,"5,513",,
expense.misc,NC,37,Madison County,2,4,2020,"6,239",,
expense.misc,NC,37,Madison County,3,0,2020,"3,350",,
expense.misc,NC,37,Madison County,3,1,2020,"4,446",,
expense.misc,NC,37,Madison County,3,2,2020,"5,123",,
expense.misc,NC,37,Madison County,3,3,2020,"6,259",,
expense.misc,NC,37,Madison County,3,4,2020,"6,903",,
expense.misc,NC,37,Martin County,1,0,2020,"1,410",,
expense.misc,NC,37,Martin County,1,1,2020,"2,847",,
expense.misc,NC,37,Martin County,1,2,2020,"3,568",,
expense.misc,NC,37,Martin County,1,3,2020,"4,548",,
expense.misc,NC,37,Martin County,1,4,2020,"5,231",,
expense.misc,NC,37,Martin County,2,0,2020,"2,527",,
expense.misc,NC,37,Martin County,2,1,2020,"3,446",,
expense.misc,NC,37,Martin County,2,2,2020,"4,146",,
expense.misc,NC,37,Martin County,2,3,2020,"5,105",,
expense.misc,NC,37,Martin County,2,4,2020,"5,827",,
expense.misc,NC,37,Martin County,3,0,2020,"3,034",,
expense.misc,NC,37,Martin County,3,1,2020,"4,015",,
expense.misc,NC,37,Martin County,3,2,2020,"4,693",,
expense.misc,NC,37,Martin County,3,3,2020,"5,682",,
expense.misc,NC,37,Martin County,3,4,2020,"6,330",,
expense.misc,NC,37,McDowell County,1,0,2020,"1,487",,
expense.misc,NC,37,McDowell County,1,1,2020,"2,824",,
expense.misc,NC,37,McDowell County,1,2,2020,"3,525",,
expense.misc,NC,37,McDowell County,1,3,2020,"4,404",,
expense.misc,NC,37,McDowell County,1,4,2020,"5,065",,
expense.misc,NC,37,McDowell County,2,0,2020,"2,601",,
expense.misc,NC,37,McDowell County,2,1,2020,"3,424",,
expense.misc,NC,37,McDowell County,2,2,2020,"4,103",,
expense.misc,NC,37,McDowell County,2,3,2020,"4,959",,
expense.misc,NC,37,McDowell County,2,4,2020,"5,662",,
expense.misc,NC,37,McDowell County,3,0,2020,"3,048",,
expense.misc,NC,37,McDowell County,3,1,2020,"3,927",,
expense.misc,NC,37,McDowell County,3,2,2020,"4,582",,
expense.misc,NC,37,McDowell County,3,3,2020,"5,595",,
expense.misc,NC,37,McDowell County,3,4,2020,"6,219",,
expense.misc,NC,37,Mecklenburg County,1,0,2020,"2,045",,
expense.misc,NC,37,Mecklenburg County,1,1,2020,"3,703",,
expense.misc,NC,37,Mecklenburg County,1,2,2020,"4,789",,
expense.misc,NC,37,Mecklenburg County,1,3,2020,"6,313",,
expense.misc,NC,37,Mecklenburg County,1,4,2020,"7,352",,
expense.misc,NC,37,Mecklenburg County,2,0,2020,"3,123",,
expense.misc,NC,37,Mecklenburg County,2,1,2020,"4,376",,
expense.misc,NC,37,Mecklenburg County,2,2,2020,"5,436",,
expense.misc,NC,37,Mecklenburg County,2,3,2020,"6,933",,
expense.misc,NC,37,Mecklenburg County,2,4,2020,"8,020",,
expense.misc,NC,37,Mecklenburg County,3,0,2020,"3,650",,
expense.misc,NC,37,Mecklenburg County,3,1,2020,"5,173",,
expense.misc,NC,37,Mecklenburg County,3,2,2020,"6,206",,
expense.misc,NC,37,Mecklenburg County,3,3,2020,"7,816",,
expense.misc,NC,37,Mecklenburg County,3,4,2020,"8,814",,
expense.misc,NC,37,Mitchell County,1,0,2020,"1,431",,
expense.misc,NC,37,Mitchell County,1,1,2020,"2,872",,
expense.misc,NC,37,Mitchell County,1,2,2020,"3,603",,
expense.misc,NC,37,Mitchell County,1,3,2020,"4,518",,
expense.misc,NC,37,Mitchell County,1,4,2020,"5,205",,
expense.misc,NC,37,Mitchell County,2,0,2020,"2,562",,
expense.misc,NC,37,Mitchell County,2,1,2020,"3,489",,
expense.misc,NC,37,Mitchell County,2,2,2020,"4,195",,
expense.misc,NC,37,Mitchell County,2,3,2020,"5,086",,
expense.misc,NC,37,Mitchell County,2,4,2020,"5,818",,
expense.misc,NC,37,Mitchell County,3,0,2020,"3,101",,
expense.misc,NC,37,Mitchell County,3,1,2020,"4,015",,
expense.misc,NC,37,Mitchell County,3,2,2020,"4,697",,
expense.misc,NC,37,Mitchell County,3,3,2020,"5,697",,
expense.misc,NC,37,Mitchell County,3,4,2020,"6,345",,
expense.misc,NC,37,Montgomery County,1,0,2020,"1,428",,
expense.misc,NC,37,Montgomery County,1,1,2020,"2,793",,
expense.misc,NC,37,Montgomery County,1,2,2020,"3,445",,
expense.misc,NC,37,Montgomery County,1,3,2020,"4,313",,
expense.misc,NC,37,Montgomery County,1,4,2020,"4,928",,
expense.misc,NC,37,Montgomery County,2,0,2020,"2,554",,
expense.misc,NC,37,Montgomery County,2,1,2020,"3,376",,
expense.misc,NC,37,Montgomery County,2,2,2020,"4,007",,
expense.misc,NC,37,Montgomery County,2,3,2020,"4,855",,
expense.misc,NC,37,Montgomery County,2,4,2020,"5,507",,
expense.misc,NC,37,Montgomery County,3,0,2020,"3,024",,
expense.misc,NC,37,Montgomery County,3,1,2020,"3,893",,
expense.misc,NC,37,Montgomery County,3,2,2020,"4,503",,
expense.misc,NC,37,Montgomery County,3,3,2020,"5,414",,
expense.misc,NC,37,Montgomery County,3,4,2020,"5,996",,
expense.misc,NC,37,Moore County,1,0,2020,"1,707",,
expense.misc,NC,37,Moore County,1,1,2020,"3,228",,
expense.misc,NC,37,Moore County,1,2,2020,"4,082",,
expense.misc,NC,37,Moore County,1,3,2020,"5,201",,
expense.misc,NC,37,Moore County,1,4,2020,"6,008",,
expense.misc,NC,37,Moore County,2,0,2020,"2,895",,
expense.misc,NC,37,Moore County,2,1,2020,"3,869",,
expense.misc,NC,37,Moore County,2,2,2020,"4,697",,
expense.misc,NC,37,Moore County,2,3,2020,"5,790",,
expense.misc,NC,37,Moore County,2,4,2020,"6,645",,
expense.misc,NC,37,Moore County,3,0,2020,"3,378",,
expense.misc,NC,37,Moore County,3,1,2020,"4,497",,
expense.misc,NC,37,Moore County,3,2,2020,"5,297",,
expense.misc,NC,37,Moore County,3,3,2020,"6,596",,
expense.misc,NC,37,Moore County,3,4,2020,"7,362",,
expense.misc,NC,37,Nash County,1,0,2020,"1,507",,
expense.misc,NC,37,Nash County,1,1,2020,"2,990",,
expense.misc,NC,37,Nash County,1,2,2020,"3,738",,
expense.misc,NC,37,Nash County,1,3,2020,"4,787",,
expense.misc,NC,37,Nash County,1,4,2020,"5,498",,
expense.misc,NC,37,Nash County,2,0,2020,"2,613",,
expense.misc,NC,37,Nash County,2,1,2020,"3,584",,
expense.misc,NC,37,Nash County,2,2,2020,"4,312",,
expense.misc,NC,37,Nash County,2,3,2020,"5,339",,
expense.misc,NC,37,Nash County,2,4,2020,"6,089",,
expense.misc,NC,37,Nash County,3,0,2020,"3,139",,
expense.misc,NC,37,Nash County,3,1,2020,"4,188",,
expense.misc,NC,37,Nash County,3,2,2020,"4,894",,
expense.misc,NC,37,Nash County,3,3,2020,"5,783",,
expense.misc,NC,37,Nash County,3,4,2020,"6,461",,
expense.misc,NC,37,New Hanover County,1,0,2020,"1,800",,
expense.misc,NC,37,New Hanover County,1,1,2020,"3,505",,
expense.misc,NC,37,New Hanover County,1,2,2020,"4,404",,
expense.misc,NC,37,New Hanover County,1,3,2020,"5,717",,
expense.misc,NC,37,New Hanover County,1,4,2020,"6,571",,
expense.misc,NC,37,New Hanover County,2,0,2020,"3,023",,
expense.misc,NC,37,New Hanover County,2,1,2020,"4,153",,
expense.misc,NC,37,New Hanover County,2,2,2020,"5,027",,
expense.misc,NC,37,New Hanover County,2,3,2020,"6,315",,
expense.misc,NC,37,New Hanover County,2,4,2020,"7,215",,
expense.misc,NC,37,New Hanover County,3,0,2020,"3,606",,
expense.misc,NC,37,New Hanover County,3,1,2020,"4,919",,
expense.misc,NC,37,New Hanover County,3,2,2020,"5,767",,
expense.misc,NC,37,New Hanover County,3,3,2020,"7,027",,
expense.misc,NC,37,New Hanover County,3,4,2020,"7,841",,
expense.misc,NC,37,Northampton County,1,0,2020,"1,442",,
expense.misc,NC,37,Northampton County,1,1,2020,"2,967",,
expense.misc,NC,37,Northampton County,1,2,2020,"3,776",,
expense.misc,NC,37,Northampton County,1,3,2020,"4,882",,
expense.misc,NC,37,Northampton County,1,4,2020,"5,647",,
expense.misc,NC,37,Northampton County,2,0,2020,"2,588",,
expense.misc,NC,37,Northampton County,2,1,2020,"3,594",,
expense.misc,NC,37,Northampton County,2,2,2020,"4,378",,
expense.misc,NC,37,Northampton County,2,3,2020,"5,461",,
expense.misc,NC,37,Northampton County,2,4,2020,"6,270",,
expense.misc,NC,37,Northampton County,3,0,2020,"3,130",,
expense.misc,NC,37,Northampton County,3,1,2020,"4,236",,
expense.misc,NC,37,Northampton County,3,2,2020,"4,995",,
expense.misc,NC,37,Northampton County,3,3,2020,"6,074",,
expense.misc,NC,37,Northampton County,3,4,2020,"6,799",,
expense.misc,NC,37,Onslow County,1,0,2020,"1,703",,
expense.misc,NC,37,Onslow County,1,1,2020,"3,334",,
expense.misc,NC,37,Onslow County,1,2,2020,"4,152",,
expense.misc,NC,37,Onslow County,1,3,2020,"5,438",,
expense.misc,NC,37,Onslow County,1,4,2020,"6,215",,
expense.misc,NC,37,Onslow County,2,0,2020,"2,895",,
expense.misc,NC,37,Onslow County,2,1,2020,"3,953",,
expense.misc,NC,37,Onslow County,2,2,2020,"4,748",,
expense.misc,NC,37,Onslow County,2,3,2020,"6,011",,
expense.misc,NC,37,Onslow County,2,4,2020,"6,830",,
expense.misc,NC,37,Onslow County,3,0,2020,"3,459",,
expense.misc,NC,37,Onslow County,3,1,2020,"4,745",,
expense.misc,NC,37,Onslow County,3,2,2020,"5,516",,
expense.misc,NC,37,Onslow County,3,3,2020,"6,681",,
expense.misc,NC,37,Onslow County,3,4,2020,"7,422",,
expense.misc,NC,37,Orange County,1,0,2020,"2,005",,
expense.misc,NC,37,Orange County,1,1,2020,"3,694",,
expense.misc,NC,37,Orange County,1,2,2020,"4,761",,
expense.misc,NC,37,Orange County,1,3,2020,"6,247",,
expense.misc,NC,37,Orange County,1,4,2020,"7,258",,
expense.misc,NC,37,Orange County,2,0,2020,"3,137",,
expense.misc,NC,37,Orange County,2,1,2020,"4,392",,
expense.misc,NC,37,Orange County,2,2,2020,"5,427",,
expense.misc,NC,37,Orange County,2,3,2020,"6,882",,
expense.misc,NC,37,Orange County,2,4,2020,"7,950",,
expense.misc,NC,37,Orange County,3,0,2020,"3,750",,
expense.misc,NC,37,Orange County,3,1,2020,"5,234",,
expense.misc,NC,37,Orange County,3,2,2020,"6,237",,
expense.misc,NC,37,Orange County,3,3,2020,"7,521",,
expense.misc,NC,37,Orange County,3,4,2020,"8,481",,
expense.misc,NC,37,Pamlico County,1,0,2020,"1,559",,
expense.misc,NC,37,Pamlico County,1,1,2020,"2,971",,
expense.misc,NC,37,Pamlico County,1,2,2020,"3,665",,
expense.misc,NC,37,Pamlico County,1,3,2020,"4,562",,
expense.misc,NC,37,Pamlico County,1,4,2020,"5,211",,
expense.misc,NC,37,Pamlico County,2,0,2020,"2,716",,
expense.misc,NC,37,Pamlico County,2,1,2020,"3,604",,
expense.misc,NC,37,Pamlico County,2,2,2020,"4,274",,
expense.misc,NC,37,Pamlico County,2,3,2020,"5,145",,
expense.misc,NC,37,Pamlico County,2,4,2020,"5,840",,
expense.misc,NC,37,Pamlico County,3,0,2020,"3,259",,
expense.misc,NC,37,Pamlico County,3,1,2020,"4,155",,
expense.misc,NC,37,Pamlico County,3,2,2020,"4,798",,
expense.misc,NC,37,Pamlico County,3,3,2020,"5,957",,
expense.misc,NC,37,Pamlico County,3,4,2020,"6,567",,
expense.misc,NC,37,Pasquotank County,1,0,2020,"1,527",,
expense.misc,NC,37,Pasquotank County,1,1,2020,"2,969",,
expense.misc,NC,37,Pasquotank County,1,2,2020,"3,661",,
expense.misc,NC,37,Pasquotank County,1,3,2020,"4,751",,
expense.misc,NC,37,Pasquotank County,1,4,2020,"5,402",,
expense.misc,NC,37,Pasquotank County,2,0,2020,"2,653",,
expense.misc,NC,37,Pasquotank County,2,1,2020,"3,577",,
expense.misc,NC,37,Pasquotank County,2,2,2020,"4,246",,
expense.misc,NC,37,Pasquotank County,2,3,2020,"5,313",,
expense.misc,NC,37,Pasquotank County,2,4,2020,"6,006",,
expense.misc,NC,37,Pasquotank County,3,0,2020,"3,213",,
expense.misc,NC,37,Pasquotank County,3,1,2020,"4,303",,
expense.misc,NC,37,Pasquotank County,3,2,2020,"4,948",,
expense.misc,NC,37,Pasquotank County,3,3,2020,"5,762",,
expense.misc,NC,37,Pasquotank County,3,4,2020,"6,375",,
expense.misc,NC,37,Pender County,1,0,2020,"1,654",,
expense.misc,NC,37,Pender County,1,1,2020,"3,158",,
expense.misc,NC,37,Pender County,1,2,2020,"3,941",,
expense.misc,NC,37,Pender County,1,3,2020,"5,032",,
expense.misc,NC,37,Pender County,1,4,2020,"5,766",,
expense.misc,NC,37,Pender County,2,0,2020,"2,895",,
expense.misc,NC,37,Pender County,2,1,2020,"3,824",,
expense.misc,NC,37,Pender County,2,2,2020,"4,579",,
expense.misc,NC,37,Pender County,2,3,2020,"5,643",,
expense.misc,NC,37,Pender County,2,4,2020,"6,427",,
expense.misc,NC,37,Pender County,3,0,2020,"3,418",,
expense.misc,NC,37,Pender County,3,1,2020,"4,508",,
expense.misc,NC,37,Pender County,3,2,2020,"5,235",,
expense.misc,NC,37,Pender County,3,3,2020,"6,372",,
expense.misc,NC,37,Pender County,3,4,2020,"7,062",,
expense.misc,NC,37,Perquimans County,1,0,2020,"1,608",,
expense.misc,NC,37,Perquimans County,1,1,2020,"3,002",,
expense.misc,NC,37,Perquimans County,1,2,2020,"3,685",,
expense.misc,NC,37,Perquimans County,1,3,2020,"4,589",,
expense.misc,NC,37,Perquimans County,1,4,2020,"5,230",,
expense.misc,NC,37,Perquimans County,2,0,2020,"2,738",,
expense.misc,NC,37,Perquimans County,2,1,2020,"3,615",,
expense.misc,NC,37,Perquimans County,2,2,2020,"4,274",,
expense.misc,NC,37,Perquimans County,2,3,2020,"5,155",,
expense.misc,NC,37,Perquimans County,2,4,2020,"5,839",,
expense.misc,NC,37,Perquimans County,3,0,2020,"3,261",,
expense.misc,NC,37,Perquimans County,3,1,2020,"4,165",,
expense.misc,NC,37,Perquimans County,3,2,2020,"4,800",,
expense.misc,NC,37,Perquimans County,3,3,2020,"5,822",,
expense.misc,NC,37,Perquimans County,3,4,2020,"6,426",,
expense.misc,NC,37,Person County,1,0,2020,"1,420",,
expense.misc,NC,37,Person County,1,1,2020,"2,728",,
expense.misc,NC,37,Person County,1,2,2020,"3,461",,
expense.misc,NC,37,Person County,1,3,2020,"4,468",,
expense.misc,NC,37,Person County,1,4,2020,"5,161",,
expense.misc,NC,37,Person County,2,0,2020,"2,388",,
expense.misc,NC,37,Person County,2,1,2020,"3,332",,
expense.misc,NC,37,Person County,2,2,2020,"4,043",,
expense.misc,NC,37,Person County,2,3,2020,"5,028",,
expense.misc,NC,37,Person County,2,4,2020,"5,761",,
expense.misc,NC,37,Person County,3,0,2020,"2,919",,
expense.misc,NC,37,Person County,3,1,2020,"3,927",,
expense.misc,NC,37,Person County,3,2,2020,"4,614",,
expense.misc,NC,37,Person County,3,3,2020,"5,359",,
expense.misc,NC,37,Person County,3,4,2020,"6,016",,
expense.misc,NC,37,Pitt County,1,0,2020,"1,565",,
expense.misc,NC,37,Pitt County,1,1,2020,"3,165",,
expense.misc,NC,37,Pitt County,1,2,2020,"4,041",,
expense.misc,NC,37,Pitt County,1,3,2020,"5,288",,
expense.misc,NC,37,Pitt County,1,4,2020,"6,125",,
expense.misc,NC,37,Pitt County,2,0,2020,"2,714",,
expense.misc,NC,37,Pitt County,2,1,2020,"3,780",,
expense.misc,NC,37,Pitt County,2,2,2020,"4,635",,
expense.misc,NC,37,Pitt County,2,3,2020,"5,859",,
expense.misc,NC,37,Pitt County,2,4,2020,"6,736",,
expense.misc,NC,37,Pitt County,3,0,2020,"3,222",,
expense.misc,NC,37,Pitt County,3,1,2020,"4,469",,
expense.misc,NC,37,Pitt County,3,2,2020,"5,300",,
expense.misc,NC,37,Pitt County,3,3,2020,"6,491",,
expense.misc,NC,37,Pitt County,3,4,2020,"7,292",,
expense.misc,NC,37,Polk County,1,0,2020,"1,519",,
expense.misc,NC,37,Polk County,1,1,2020,"3,006",,
expense.misc,NC,37,Polk County,1,2,2020,"3,763",,
expense.misc,NC,37,Polk County,1,3,2020,"4,717",,
expense.misc,NC,37,Polk County,1,4,2020,"5,427",,
expense.misc,NC,37,Polk County,2,0,2020,"2,666",,
expense.misc,NC,37,Polk County,2,1,2020,"3,639",,
expense.misc,NC,37,Polk County,2,2,2020,"4,370",,
expense.misc,NC,37,Polk County,2,3,2020,"5,298",,
expense.misc,NC,37,Polk County,2,4,2020,"6,055",,
expense.misc,NC,37,Polk County,3,0,2020,"3,241",,
expense.misc,NC,37,Polk County,3,1,2020,"4,195",,
expense.misc,NC,37,Polk County,3,2,2020,"4,899",,
expense.misc,NC,37,Polk County,3,3,2020,"5,801",,
expense.misc,NC,37,Polk County,3,4,2020,"6,470",,
expense.misc,NC,37,Randolph County,1,0,2020,"1,565",,
expense.misc,NC,37,Randolph County,1,1,2020,"2,909",,
expense.misc,NC,37,Randolph County,1,2,2020,"3,620",,
expense.misc,NC,37,Randolph County,1,3,2020,"4,605",,
expense.misc,NC,37,Randolph County,1,4,2020,"5,277",,
expense.misc,NC,37,Randolph County,2,0,2020,"2,673",,
expense.misc,NC,37,Randolph County,2,1,2020,"3,504",,
expense.misc,NC,37,Randolph County,2,2,2020,"4,193",,
expense.misc,NC,37,Randolph County,2,3,2020,"5,157",,
expense.misc,NC,37,Randolph County,2,4,2020,"5,869",,
expense.misc,NC,37,Randolph County,3,0,2020,"3,104",,
expense.misc,NC,37,Randolph County,3,1,2020,"4,090",,
expense.misc,NC,37,Randolph County,3,2,2020,"4,757",,
expense.misc,NC,37,Randolph County,3,3,2020,"5,660",,
expense.misc,NC,37,Randolph County,3,4,2020,"6,297",,
expense.misc,NC,37,Richmond County,1,0,2020,"1,493",,
expense.misc,NC,37,Richmond County,1,1,2020,"2,810",,
expense.misc,NC,37,Richmond County,1,2,2020,"3,485",,
expense.misc,NC,37,Richmond County,1,3,2020,"4,395",,
expense.misc,NC,37,Richmond County,1,4,2020,"5,035",,
expense.misc,NC,37,Richmond County,2,0,2020,"2,618",,
